UID,LENGTH,NAME,RESULT,SPEED,R_SPEED,ACCEL,R_ACCEL,STAMINA,R_STAMINA,ENERGY
3467405346666771662,427,Atomic Mick,1,12.5564909374268,15.450259235068,73.4938689322469,4.07850052686535,46.0422095908107,5.82018695251096,100
3467405346666771662,427,United Way,3,58.578250299774,17.833940510386,9.70504472322724,2.11768978380126,18.5334669281351,3.4788868185232,100
3467405346666771662,427,Peter the Second,5,11.312873070592,15.3333985119595,2.63285639905614,1.71374720721724,52.3692673396079,6.20773535425477,100
3467405346666771662,427,Bowhunter's Pride,2,83.4955748966038,18.4168056266146,42.0982450007369,3.08766954292324,47.0753474104562,5.49938584916963,100
3467405346666771662,427,Churchill Delight,4,23.3084306656119,15.4875076580154,45.563007455401,2.57693649636935,98.8406992959485,9.58080674849059,100
1695910977223501803,465,It's Fun,3,28.8390813887915,16.2749163492119,20.3380396317243,2.19893283369418,63.131430081069,6.79654715386999,100
1695910977223501803,465,Pepper Tree,4,21.4511539315802,15.2993852824173,0.59362284998324,1.71803790696772,12.2538869843941,3.03178382181802,100
1695910977223501803,465,White Julia,2,1.73480266222968,14.5393869202942,38.6807797547104,2.34255083796584,49.6389787544121,6.24428848814723,100
1695910977223501803,465,Shortest Knight,5,18.7060423415549,15.6891731333428,22.7459465579335,2.2142103502398,92.5952102794241,8.95562565771964,100
1695910977223501803,465,Pardoner,1,93.2795843320224,18.90339349982,73.6243731086977,4.99208205098099,80.5577729103074,8.58331462940926,100
6793468114425228989,552,One of the Elite,2,31.8135124468023,16.6679968824793,59.1043410195594,3.54348302564763,37.3506342945381,5.01281227232578,100
6793468114425228989,552,My Lady's Grace,4,85.1881938545389,19.255843780581,21.5646441299263,2.54105783181543,65.5716262157716,7.54037407006357,100
6793468114425228989,552,Candidate,3,32.9606728936543,16.0137038321118,31.7939427853529,2.4447954075051,14.2988627070303,3.29522368040829,100
6793468114425228989,552,Final First,5,60.0071604354207,17.9008768268419,8.7471503982541,2.10943274267647,22.2943935535191,3.6112039312001,100
6793468114425228989,552,Long Friday,1,79.5408689566312,19.0627760333858,50.2417036959706,3.36329602925245,19.9964529940994,3.7156164172485,100
1188415920945488772,628,Nonchalant Beauty,5,63.0660278105395,18.1956855213086,10.1132926794528,2.15891154993765,8.01786078190436,2.7710671248193,100
1188415920945488772,628,Henry of Blois,1,99.1795882133205,20.5938189282602,71.2589495569406,5.07688504489618,60.1313555896461,6.72047563286089,100
1188415920945488772,628,Golden Book,3,12.9846528759022,15.1467826712898,57.3217368425991,3.06329074035471,3.60223836526572,2.17485714607616,100
1188415920945488772,628,Primative Dawn,2,92.4362880519937,19.6612926736048,60.6872145243039,4.0786140237159,91.6779335186056,9.14597464442434,100
1188415920945488772,628,Grand Royal,4,72.7545110244442,19.1697809694545,13.2381667944751,2.48201543596236,39.4622776596426,5.33834560491207,100
6053552771495675096,731,Pragmatic,4,44.1114774200338,16.0980953567483,62.2635835523748,3.43118612705025,37.7472626427625,5.07598499707093,100
6053552771495675096,731,Royal Background,5,34.227720395446,16.7526119525509,56.4994001906366,3.21005637549269,11.817163946836,2.80955588382559,100
6053552771495675096,731,Empire of Gold,1,88.9246931755737,19.0351336467722,85.4332179462961,6.60392079919192,28.47436246862,4.11930459677913,100
6053552771495675096,731,Epiphany,2,71.4819371553823,18.8261015884866,69.9604650230375,4.69587921559636,10.5593198274955,2.96346977145841,100
6053552771495675096,731,Bright Epaulet,3,37.7831310654576,16.2683889326346,77.8882215887444,4.59588963360993,28.307762087609,4.17859874172777,100
2648247602074097766,200,Destiny Foretells,3,86.8955391225236,18.7363587710221,4.30257649711892,2.13977881014881,62.2878379275359,6.92288505335407,100
2648247602074097766,200,Green Supply,4,52.6667834864348,17.185627717516,5.04976561753116,1.89978080824886,65.219551865853,6.9865464827008,100
2648247602074097766,200,Majestic Rose,1,90.8378852652194,19.7619314098908,74.9811448422506,5.11899515305283,5.43981228828018,2.50701205079869,100
2648247602074097766,200,Sporting Chinaman,5,21.7947553548167,15.248630064939,1.88994195078066,1.66277324928073,48.2171734935874,5.87767629808937,100
2648247602074097766,200,Celtic Albion,2,95.2279548347851,19.2366720443617,9.84561728790508,2.24843544124497,78.0967624565676,8.04183495252938,100
2673546587498278740,600,Cackling,2,48.7261395018429,17.4520874005956,68.9044351174318,4.01334960859866,5.19518451682686,2.42386570580535,100
2673546587498278740,600,Flint Frisbee,4,42.9106586421631,16.2252407979038,29.3255475068794,2.39257616598493,0.70355286286879,1.99647545150631,100
2673546587498278740,600,Round the Globe,3,64.4148587812404,17.9555105673415,21.7612670052019,2.51063348672115,4.17835119098381,2.43714542631887,100
2673546587498278740,600,Messenger,1,77.6285432324171,19.0982545360499,87.2841501906291,6.61855490363837,11.2813502385229,2.88022144441471,100
2673546587498278740,600,Gladys,5,81.21948386366,19.3506300784249,3.22595713343566,2.30779375348766,67.6391805937708,7.78016575593171,100
295110326538750530,1200,Hurricane Power,4,65.3854345700416,17.1817870970061,32.408294772657,2.52065422732332,80.3804920137279,8.45231244415817,100
295110326538750530,1200,Chinese New Year,3,34.1545481182077,16.1285352595781,61.5471834305985,3.4095582083843,71.6500478209503,7.83370257705612,100
295110326538750530,1200,Decoy Day,2,48.2787874593777,16.427436581781,67.6547476945396,3.8517313075315,72.9262886940654,8.03418086930489,100
295110326538750530,1200,Romany Fox,1,27.6044443338266,15.4555330908634,85.3513831844365,5.110371625938,57.0631242038872,6.6147370791104,100
295110326538750530,1200,It's a King,5,10.3442650914641,14.3003235958939,39.0830226704164,2.40226893069363,76.9647652532319,8.04097325879271,100
7133888637330749446,525,Bump in the Road,3,50.4861523868506,16.2767205237563,31.6805918828782,2.31783100309833,34.2695935181264,4.95232657736847,100
7133888637330749446,525,New Recital,1,33.0998066945513,16.4409802244708,76.0189628506591,4.64428869228724,8.19884707566047,2.77839588995746,100
7133888637330749446,525,Amble,5,8.48674244903019,13.811797479915,46.301366108347,2.4403996923885,86.4922931001272,8.88200258378353,100
7133888637330749446,525,Kringle,4,63.1221802889161,18.2309153606491,28.9731789990717,2.55663410019009,80.1543946800488,8.80368025265898,100
7133888637330749446,525,St. Martha's Hill,2,75.3740174369873,18.0467843538499,65.6303750451021,4.03209432498577,67.0773667976858,7.70193189759647,100
3101479493894368169,365,Straight-Forward,5,44.1340277303787,17.2005470920132,5.75968951624152,2.0855722263223,60.4586043770169,6.89384862955569,100
3101479493894368169,365,Cosmic Call,1,96.0594248157165,20.4570943353498,66.1114302533779,4.79083001928818,38.6387370570819,5.01258762412741,100
3101479493894368169,365,Black Horse Bay,3,40.4344557404265,16.8739137268203,23.1576534335598,2.39671129686901,20.7508900382816,3.66059304180573,100
3101479493894368169,365,Winter Throne,2,38.147614722557,16.8475403103385,61.6358685841441,3.63052872335377,63.7710510111455,7.13838048226154,100
3101479493894368169,365,Sanda,4,6.01805393616502,14.7558536382446,31.6992271210443,2.28516853803903,77.4505289643467,8.16334443258083,100
8211845854465411238,235,Cock A Snook,1,65.0400725517259,18.5291951071828,62.2619668455191,4.00969162004215,5.29238433064155,2.33172276073185,100
8211845854465411238,235,Baseline Battler,4,40.3436035309834,16.3476881509051,19.4305923289411,2.04786045800389,5.7438588050809,2.56762453047557,100
8211845854465411238,235,Pioneering Spirit,2,66.9375899485666,18.7101543770021,39.6066645111619,2.90470298845711,19.7857279531982,3.69981881886186,100
8211845854465411238,235,Flying Surf,5,55.0067466009314,17.7205724508339,20.0688208209412,2.22645812800634,36.5591609594001,5.0866359027075,100
8211845854465411238,235,Panthera,3,33.6925083594639,15.4909021675662,51.3291534091532,2.79285783675207,32.9899488899059,4.7314702421215,100
5107639863333692315,661,Welfare State,3,23.7980086495584,15.741409305547,35.5510982174531,2.47652240353628,36.7293214527928,4.77877526995575,100
5107639863333692315,661,It's a Gift,2,65.4611881953816,17.0788732450975,62.3558644620054,3.8274075452887,29.3949276799711,4.45251255439864,100
5107639863333692315,661,Imperial City,1,48.8150161686395,16.2990958459491,84.4740437688857,5.46364007664479,65.0247724133937,7.10999564514741,100
5107639863333692315,661,Royal Concern,5,44.6643196942325,16.3390125856863,2.01679560995102,1.85650230233036,49.5092442102263,5.82358940450432,100
5107639863333692315,661,Musicstar,4,33.1363983530349,15.6333780727566,31.6195167442184,2.4209880463254,37.8582750273056,4.81212486244551,100
6362110298286061446,290,French Ordinary,2,90.9795243576909,19.5118369348826,42.0542587793154,3.33075056600489,66.6536588188823,7.68068274646348,100
6362110298286061446,290,The Boy From Deal,3,48.8904055103259,17.7154759217371,39.7082866926587,2.9290391001383,58.410176838204,6.91662222288779,100
6362110298286061446,290,Green Water,5,18.9024171567053,14.9139477787416,6.75796747879733,1.82713397023313,15.3700130817145,3.25323888400069,100
6362110298286061446,290,New Recital,4,11.1942469319722,14.7655703065868,42.1917090776405,2.50898188671563,59.7874175631749,7.05525080506,100
6362110298286061446,290,First Lady,1,82.2225987745955,19.1545764192684,70.3911062117931,4.54691744355618,1.55699781777093,2.14725690777595,100
6502648745457698894,360,Dicto,2,83.7632867193563,18.4682913419142,66.2650393379961,4.18832387033704,25.6192905451197,4.00152014879983,100
6502648745457698894,360,Ashleaf,3,57.9390063077329,18.0314469223353,57.1915319527623,3.47585225430577,18.3417681178159,3.50657277369336,100
6502648745457698894,360,The Quentinian,4,93.0341206017389,19.7702088175736,11.6607078954057,2.52625243079964,1.83354780766772,2.15359748333828,100
6502648745457698894,360,Tradecraft,5,8.15774649461606,14.1830687868569,49.2296946031634,2.60036044521049,52.7541963056787,6.01050442767792,100
6502648745457698894,360,Wildflower Meadow,1,19.9825071332418,14.6447076300001,90.0298274626349,5.50052964802998,32.9576920705475,4.6257104532178,100
9008243804650440367,855,Arctic Christmas,4,75.6463757529022,18.7590980281558,13.4796908468447,2.39918150360554,10.2554798289123,2.74099375488753,100
9008243804650440367,855,Backlash,3,21.0886715234611,15.0799111882675,57.8395935917387,3.14732054771084,79.185328330835,8.65006586008078,100
9008243804650440367,855,Black Shirt,2,29.1264326572216,15.1805395287039,81.9984712471166,4.59067065987905,31.4959769426245,4.37779035931177,100
9008243804650440367,855,Home and Hosed,5,91.2035082554223,19.4579397729888,26.9566927015899,2.82146917536745,58.9607558529263,6.59890179225936,100
9008243804650440367,855,Cornish Pirate,1,48.3839841467657,16.2377125554221,98.3053342502766,8.00301951356258,29.1928632534174,4.52720725684186,100
1807180129059392385,640,In Congress,3,10.130821425752,14.0205145546734,69.5184658729247,3.38138816141291,92.5285666928186,9.86168516621822,100
1807180129059392385,640,Fluttering Feather,4,7.03468238435751,14.5681487555987,51.2309111271467,2.74336506395035,91.2689529223894,9.20929402140798,100
1807180129059392385,640,Heavy Shadow,1,54.3686440412237,17.6777110518008,95.3332303664466,7.72351655664769,20.3961782369903,3.69728459392556,100
1807180129059392385,640,True Seeker,5,18.7153418947449,14.7713827907015,21.9262983487123,2.04792215322176,63.8937898892038,7.43836154452029,100
1807180129059392385,640,Master Suncrush,2,32.558340787839,15.5619715584237,67.6735042308043,3.69251254034961,38.6023433294265,5.32954258968379,100
4494376881815714173,200,Sea Charger,3,61.3763681287666,17.8730942471709,36.7088542292576,2.68942856353148,11.9917187417249,2.89823670744496,100
4494376881815714173,200,Go Solo,2,66.0972636624217,17.8873763764886,65.9425635671566,4.0290468846711,91.0136071689039,9.08292805776002,100
4494376881815714173,200,The Turk,1,28.0515446536976,15.5239260561029,89.7160707081798,5.46663025455586,29.0285137102229,4.24191898530812,100
4494376881815714173,200,Grand Prince,4,4.81000882566767,13.6113770208376,27.2154728258771,2.00600153790709,81.1510643230465,8.29310611232369,100
4494376881815714173,200,Mechanical Knight,5,95.0659045384799,19.4150455616561,6.12294857916202,2.16838210963092,65.9935130744184,7.34594576537229,100
2808831336262886979,600,Metrical,2,66.4257156047083,18.0942832432558,36.6978083952439,2.84112607762669,21.7321294186462,3.70831783752853,100
2808831336262886979,600,Ortolan,5,72.1555007386989,18.7687636735643,9.83429697101462,2.30594842205924,93.8312627191096,9.94415505361516,100
2808831336262886979,600,First of April,3,61.4637862524998,18.3360834416455,48.9543222373259,3.42564966826607,96.0637209227392,10.1308157249422,100
2808831336262886979,600,Crafted,4,18.1585450334343,15.6136438413327,20.149928118127,2.00927676522827,37.9733000156282,5.01238697216997,100
2808831336262886979,600,Sea of Serenity,1,77.0538876578971,19.2244581248888,39.4988923144722,3.1971098344255,39.7627574837848,5.00279567966095,100
7161698249860487769,1200,Go Everywhere,1,84.1901944362835,18.1948624967276,99.514668726466,8.77148867079364,41.3766621891485,5.14238128538543,100
7161698249860487769,1200,East Fife Flyer,4,33.7294940587659,16.8049001699491,52.0948128399618,3.13950252181595,37.4979986913278,4.95325977276912,100
7161698249860487769,1200,Righteous Harmony,3,90.8365508776484,19.3106740003456,54.6127747655296,3.60820528778854,1.97512454171672,2.14251372396563,100
7161698249860487769,1200,English Airs,5,31.6724007186345,15.6662384491196,10.2548455505756,1.86587583737129,10.8501726769762,2.89146575045396,100
7161698249860487769,1200,Night Thought,2,9.659832181103,14.0627139842071,92.2584411934969,5.73966695903761,23.4677477502739,3.87188208796119,100
8169815927801097441,325,Custodia,4,70.4352909011524,18.4999577363966,33.5633432425531,2.81572308399617,29.0925104177505,4.24418306643431,100
8169815927801097441,325,World View,2,58.6442799182976,17.4553534637609,76.2043280866903,4.56862571784631,94.7029062755044,9.3904005194755,100
8169815927801097441,325,Drubbing,3,75.5541738724055,17.8834511298085,70.7830815481972,4.2123393613811,82.2492889158733,8.79455560893513,100
8169815927801097441,325,Snow Carnival,5,47.9913131754082,16.1501784418432,53.679551902719,2.96319174795795,72.5473411168722,7.96024731597553,100
8169815927801097441,325,Waddington,1,49.1692883213693,17.3177646297203,89.6331365049292,6.14451862235885,87.6181749972347,9.44946039380301,100
7356116326796876023,387,Grace and Thanks,1,87.8994764097092,19.6843158921377,76.8508050211453,5.42013532419419,87.3171682651362,8.53776450259553,100
7356116326796876023,387,Good Old Guy,3,38.6058229322717,16.9807737191178,36.9635232715061,2.54999533459805,59.9724316446479,6.86293723765466,100
7356116326796876023,387,Colour Full,4,2.33356782912708,14.7815406370956,12.56693785964,1.90171600181001,4.96982137217566,2.34838316529771,100
7356116326796876023,387,Spanish Melody,2,12.9322653129332,14.9759233520596,27.4376245710716,2.16239448280413,32.2844202477898,4.42134687916667,100
7356116326796876023,387,Young Pike,5,14.452223164358,14.5205274220836,4.13025544480768,1.63015483134831,82.7261075731728,8.4277011348611,100
5779850014578003549,287,Arctic Ground,4,75.7046265073948,18.5525152946459,29.8581457742667,2.56450668838012,21.5608274564099,3.60261870154508,100
5779850014578003549,287,De Cider,1,89.9739726653013,20.356315856816,90.7494770988093,8.08743965068555,24.2477050087839,3.79674287974448,100
5779850014578003549,287,Master Thief,3,13.9970697892485,15.3458654134388,54.9169568358638,3.02725670763473,52.1151687881964,5.87811725012172,100
5779850014578003549,287,Light The Fire,5,79.8437929688049,18.9669149451511,18.803117637364,2.44251579363186,0.65067645537438,1.97111091832059,100
5779850014578003549,287,Right-Handed,2,98.0178392683982,20.2898604005597,74.5458560463825,5.57974320699547,49.879589981646,5.76610983881214,100
6356938647883982910,440,The Moll Flanders,5,42.0636622017566,16.1949135895665,17.8212185580032,2.06208606323318,46.086150749234,5.43918502748275,100
6356938647883982910,440,Starmery,3,37.7297746968159,16.3533915081061,42.8401523113282,2.73220397160344,39.4048081332417,5.29955005849091,100
6356938647883982910,440,Aviation Breeze,4,94.8401805743341,19.6389668694268,27.277501914801,2.89535453099817,77.3394135366838,7.92669821613258,100
6356938647883982910,440,Mindful of Manners,2,2.08330365368724,14.4314723336818,60.4874597312369,3.13153338245265,43.3550143165589,5.45357172474661,100
6356938647883982910,440,Russian Recruit,1,53.1332681699248,16.8323431039106,61.4974649159289,3.41968680036121,20.3132909835536,3.49394777449164,100
9168245649603415533,543,Sundeck,3,68.8768903294296,18.4985683953924,65.2501146342483,4.13222899932824,42.8120893011595,5.2673658103092,100
9168245649603415533,543,Trifling,2,2.17659428464862,13.8468302655304,92.2003522183734,5.68027282748867,55.3603858199863,6.3467725518827,100
9168245649603415533,543,Fretting Frock,5,0.72030198873476,13.4201819914066,7.02587686049202,1.62015212150957,55.9738583920757,6.49979341722678,100
9168245649603415533,543,Upward Curl,1,41.0596789157488,15.7403984349198,94.497312919748,6.57133987327259,0.60752352182329,1.95034503254961,100
9168245649603415533,543,Electric Fury,4,6.07792134198154,14.0729074135793,39.4580092960009,2.16796446325513,66.2523138950891,7.46571135175082,100
